usr,sys,idl,wai,hiq,siq,used,buff,cach,free,files,inodes,read,writ,reads,writs,recv,send,lis,act,syn,tim,clo,tot,tcp,udp,raw,frg,int,csw,run,blk,new
1.511,17.221,81.269,0.0,0.0,0.0,133681152.0,22134784.0,263208960.0,3595239424.0,2144.0,15342.0,0.0,0.0,0.0,0.0,1248.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43784.0,125455.0,1.0,0.0,9.0
1.484,18.694,79.822,0.0,0.0,0.0,133681152.0,22134784.0,263208960.0,3595239424.0,2144.0,15342.0,0.0,0.0,0.0,0.0,1122.0,20249.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43635.0,125013.0,0.0,0.0,5.0
8.85,20.354,70.796,0.0,0.0,0.0,134017024.0,22142976.0,263204864.0,3594899456.0,2176.0,15338.0,0.0,49152.0,0.0,4.0,1500.0,19403.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43012.0,123133.0,2.0,0.0,13.0
0.932,15.217,83.851,0.0,0.0,0.0,133926912.0,22142976.0,263213056.0,3594981376.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1122.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43706.0,125339.0,4.0,0.0,5.0
1.807,17.47,80.723,0.0,0.0,0.0,134152192.0,22142976.0,263213056.0,3594756096.0,2176.0,15338.0,0.0,40960.0,0.0,6.0,1248.0,20857.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43676.0,125068.0,1.0,0.0,5.0
0.926,16.049,83.025,0.0,0.0,0.0,134176768.0,22142976.0,263221248.0,3594723328.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1254.0,18861.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43745.0,125281.0,2.0,0.0,5.0
2.959,17.456,79.586,0.0,0.0,0.0,134144000.0,22142976.0,263221248.0,3594756096.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1182.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43630.0,125003.0,4.0,0.0,5.0
1.739,20.0,78.261,0.0,0.0,0.0,134135808.0,22151168.0,263221248.0,3594756096.0,2176.0,15338.0,0.0,49152.0,0.0,4.0,1188.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43655.0,124940.0,1.0,0.0,5.0
2.115,15.71,82.175,0.0,0.0,0.0,134164480.0,22151168.0,263225344.0,3594723328.0,2176.0,15338.0,0.0,0.0,0.0,0.0,1248.0,20315.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,41050.0,122448.0,1.0,0.0,5.0
2.479,23.14,74.38,0.0,0.0,0.0,133713920.0,22151168.0,263225344.0,3595173888.0,2144.0,15341.0,0.0,49152.0,0.0,8.0,1254.0,19403.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,38218.0,120723.0,5.0,0.0,10.0
5.831,23.324,70.845,0.0,0.0,0.0,133963776.0,22151168.0,263233536.0,3594915840.0,2176.0,15339.0,0.0,0.0,0.0,0.0,1368.0,18945.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,43447.0,126212.0,2.0,0.0,7.0
1.662,24.1,74.238,0.0,0.0,0.0,133980160.0,22151168.0,263233536.0,3594899456.0,2176.0,15339.0,0.0,0.0,0.0,0.0,1518.0,21224.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,41615.0,124604.0,3.0,0.0,5.0
7.08,19.764,72.861,0.295,0.0,0.0,134316032.0,22159360.0,263237632.0,3594551296.0,2144.0,15332.0,0.0,57344.0,0.0,4.0,1380.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,51268.0,132260.0,4.0,0.0,13.0
0.627,16.928,82.445,0.0,0.0,0.0,134344704.0,22159360.0,263237632.0,3594522624.0,2080.0,15332.0,0.0,0.0,0.0,0.0,1122.0,19826.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,59742.0,146197.0,5.0,0.0,5.0
0.319,15.016,84.665,0.0,0.0,0.0,134103040.0,22159360.0,263237632.0,3594764288.0,2016.0,15332.0,0.0,65536.0,0.0,12.0,1382.0,19892.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,60032.0,146995.0,5.0,0.0,5.0
0.61,17.073,82.317,0.0,0.0,0.0,134242304.0,22159360.0,263241728.0,3594620928.0,1952.0,15332.0,0.0,0.0,0.0,0.0,1188.0,18795.0,9.0,11.0,0.0,1.0,0.0,180.0,17.0,12.0,0.0,0.0,60479.0,148808.0,0.0,0.0,5.0
